#score	card name	comments
1.82105	Lion's Eye Diamond	comment
1.81502	Scale of Chiss-Goria	comment
1.81261	Gigadrowse	comment
1.81203	Essence Scatter	implemented
1.80405	Dragonstorm	comment
1.80106	Fact or Fiction	comment
1.8002	Ancient Ziggurat	comment
1.79659	Engineered Plague	comment
1.7965	Rune Snag	comment
1.79068	Moltensteel Dragon	comment
1.78734	Damnation	comment
1.78724	Firebolt	comment
1.77968	Think Twice	comment
1.77801	Desert	comment
1.77219	Rewind	comment
1.73597	Zuran Orb	comment
1.72507	Fieldmist Borderpost	comment
1.71315	Tranquil Thicket	comment
1.71117	City of Brass	comment
1.70516	Cunning Wish	comment
1.69216	Bramblewood Paragon	comment
1.69027	Blood Moon	comment
1.67051	Urza's Rage	comment
1.66903	Trenching Steed	comment
1.66607	Arcane Sanctum	implemented
1.65778	Electrolyze	comment
1.63475	Eager Cadet	implemented
1.63423	Thopter Foundry	comment
1.62895	Serum Powder	comment
1.62734	Ball Lightning	comment
1.61204	Avalanche Riders	comment
1.60897	Chalice of the Void	XX casting cost
1.60875	Sneak Attack	comment
1.59656	Seaside Citadel	implemented
1.58671	Goblin Welder	comment
1.56762	Sacred Foundry	implemented
1.56049	Memory Lapse	comment
1.5597	Temple Garden	implemented
1.55381	Grove of the Burnwillows	comment
1.54667	Brine Elemental	comment
1.54009	Savage Thallid	comment
1.54009	Mwonvuli Acid-Moss	comment
1.54009	Havenwood Wurm	implemented
1.54009	Errant Ephemeron	comment
1.54009	Coral Trickster	comment
1.54009	Ashcoat Bear	implemented
1.52623	Meloku the Clouded Mirror	comment
1.52453	Demonic Consultation	comment
1.52419	Opalescence	comment
1.52419	Leyline of the Meek	comment
1.52419	Leyline of Lightning	comment
1.52419	Crop Rotation	comment
1.52049	Phyrexian Arena	implemented
1.51668	Sterling Grove	comment
1.51668	Enchantress's Presence	comment
1.51668	Argothian Enchantress	comment
1.50935	Stillmoon Cavalier	comment
1.49663	Dwarven Ruins	comment
1.49449	Jötun Grunt	comment
1.48013	Restore Balance	comment
1.47871	Secluded Steppe	comment
1.47831	Auntie's Hovel	comment
1.47734	Phyrexian Negator	comment
1.47621	Keiga, the Tide Star	implemented
1.4744	Vivid Meadow	implemented
1.47386	Mogg Fanatic	implemented
1.4728	Sulfurous Springs	comment
1.46878	Gilded Drake	comment
1.46674	Orcish Cannoneers	comment
1.46461	Orcish Librarian	comment
1.46461	Orcish Artillery	comment
1.46461	Goblins of the Flarg	comment
1.46461	Dwarven Trader	comment
1.46461	Brothers of Fire	comment
1.4537	Circle of Protection: Red	comment
1.45367	Sword of Light and Shadow	implemented
1.45253	Wren's Run Vanquisher	comment
1.44504	Vivid Marsh	implemented
1.43589	Giant Solifuge	implemented
1.43073	Urza's Tower	comment
1.43073	Urza's Power Plant	comment
1.43073	Urza's Mine	comment
1.42894	Aura of Silence	comment
1.42531	Wall of Roots	comment
1.41716	Repulse	implemented
1.41513	Ancient Den	comment
1.4118	Viridian Shaman	comment
1.41098	Rift Bolt	comment
1.40295	Court Homunculus	comment
1.39762	Back to Basics	comment
1.39694	Lake of the Dead	comment
1.39557	Mind Warp	comment
1.39507	Sengir Vampire	comment
1.39237	Izzet Signet	comment
1.39237	Annex	comment
1.38215	Stone Rain	comment
1.38031	Bad River	comment
1.37497	Pyrite Spellbomb	comment
1.37373	Violent Outburst	comment
1.37137	Dragon Fodder	implemented
1.37091	Gainsay	comment
1.36757	Blastoderm	comment
1.36423	Tooth of Chiss-Goria	comment
1.35842	Phyrexian Vault	comment
1.35842	Phyrexian Totem	comment
1.35842	Phyrexian Plaguelord	comment
1.35842	Phyrexian Hulk	implemented
1.35842	Phyrexian Ghoul	comment
1.35842	Phyrexian Gargantua	comment
1.35842	Phyrexian Denouncer	comment
1.35842	Phyrexian Defiler	comment
1.35842	Phyrexian Debaser	comment
1.35842	Phyrexian Colossus	comment
1.35842	Phyrexian Broodlings	comment
1.35842	Phyrexian Battleflies	comment
1.35304	Ignorant Bliss	comment
1.35213	Krark-Clan Grunt	comment
1.34626	Persecute	comment
1.34619	Echoing Truth	comment
1.34221	Kavu Chameleon	comment
1.33888	Saproling Burst	comment
1.33888	Fires of Yavimaya	implemented
1.33794	Puppet Strings	comment
1.32942	Divert	comment
1.32512	Eternal Dragon	comment
1.31802	Bayou	comment
1.31496	Flagstones of Trokair	comment
1.31008	Renewed Faith	comment
1.30797	Fireblast	comment
1.29112	Primal Command	comment
1.28969	Greater Gargadon	comment
1.28745	Jackal Pup	comment
1.27271	Astral Slide	comment
1.26595	Woodfall Primus	comment
1.2581	Castle	comment
1.25648	Gaea's Cradle	comment
1.25328	Plow Under	comment
1.2488	Jungle Shrine	implemented
1.23708	Finest Hour	comment
1.22717	Predict	comment
1.22594	Brute Force	comment
1.22584	Talisman of Indulgence	comment
1.22443	Sylvan Library	comment
1.21902	Infest	implemented
1.21331	Atog	comment
1.21267	Agony Warp	comment
1.21001	Welding Jar	comment
1.21001	Genesis Chamber	comment
1.21001	Broodstar	comment
1.20753	Overrun	implemented
1.20551	Brushland	choice of adding mana
1.20488	Keldon Marauders	comment
1.20316	Jund Charm	comment
1.20112	Mind Over Matter	comment
1.19998	Ghost Quarter	comment
1.19791	Rust Elemental	comment
1.19791	Necrogen Spellbomb	comment
1.19791	Myr Retriever	comment
1.19791	Irradiate	comment
1.19791	Cathodion	comment
1.18846	Vampire Nocturnus	comment
1.18688	Savage Lands	implemented
1.18606	Open the Vaults	comment
1.17462	Seal of Fire	implemented
1.16935	Price of Progress	comment
1.14633	Pyrostatic Pillar	comment
1.14314	Orim's Chant	comment
1.13354	Lava Spike	comment
1.12976	Stomping Ground	implemented
1.12744	Goblin Patrol	comment
1.12744	Goblin Cadets	comment
1.12472	Thought Hemorrhage	comment
1.12405	Gift of the Gargantuan	comment
1.12377	Wild Growth	comment
1.11978	Disenchant	comment
1.11211	Font of Mythos	comment
1.10746	Godless Shrine	implemented
1.106	Solitary Confinement	comment
1.10326	Mistvein Borderpost	comment
1.10172	Magus of the Moon	comment
1.09844	Erhnam Djinn	comment
1.09648	Whirling Dervish	comment
1.09396	Elvish Archers	implemented
1.07792	Jester's Cap	comment
1.07572	Chameleon Colossus	implemented
1.07043	Snuff Out	comment
1.06884	Quenchable Fire	comment
1.06563	Rule of Law	comment
1.04816	Shadow of Doubt	comment
1.04182	Ardent Plea	comment
1.03886	Jhovall Queen	comment
1.03453	Maze of Ith	comment
1.03141	Twincast	implemented
1.02877	Mind Shatter	comment
1.0241	Lightning Greaves	implemented
1.01366	Diabolic Edict	comment
1.01203	Tendo Ice Bridge	comment
1.00275	Divination	implemented
1.00136	Wake Thrasher	comment
0.987266	Karmic Guide	comment
0.983778	Shaman en-Kor	comment
0.978219	Thunderscape Battlemage	comment
0.96883	Wanderwine Hub	comment
0.966707	Breeding Pool	implemented
0.965729	Kiki-Jiki, Mirror Breaker	implemented
0.964535	Fireslinger	implemented
0.961915	Blood Oath	comment
0.960269	Tolaria West	comment
0.958706	Doran, the Siege Tower	comment
0.957872	Calciform Pools	comment
0.954482	Scepter of Dominance	comment
0.951561	Prophetic Bolt	comment
0.946178	Prismatic Strands	comment
0.94148	Sheoldred, Whispering One	implemented
0.94148	Life's Finale	comment
0.934983	Scrabbling Claws	comment
0.933029	Realm Razer	comment
0.932076	Mox Diamond	comment
0.922221	Power Sink	comment
0.921669	Karn, Silver Golem	comment
0.920856	Goblin Matron	comment
0.91838	Elven Cache	comment
0.918005	Blister Beetle	comment
0.91768	Phyrexian Devourer	comment
0.916763	Trickbind	comment
0.911875	Utopia Sprawl	comment
0.908601	Thunder-Thrash Elder	comment
0.905693	Phyrexian Tower	comment
0.905288	Fathom Seer	comment
0.904012	Two-Headed Sliver	comment
0.902025	Hunted Dragon	comment
0.896283	Vexing Shusher	comment
0.886388	Firewild Borderpost	comment
0.885729	Crumbling Necropolis	implemented
0.883299	Propaganda	comment
0.880235	Loaming Shaman	comment
0.879395	Sprouting Thrinax	implemented
0.873551	Boartusk Liege	implemented
0.871985	Wildfield Borderpost	comment
0.870781	Loxodon Hierarch	implemented
0.867556	Wipe Away	comment
0.865645	Spinneret Sliver	comment
0.860058	Wing Splicer	comment
0.860058	Chancellor of the Tangle	comment
0.854315	Goblin Warchief	comment
0.854315	Goblin Piledriver	implemented
0.847548	Goblin Ringleader	comment
0.845674	Rebuild	comment
0.845582	Rhystic Lightning	comment
0.845582	Cave-In	comment
0.844964	Tinder Wall	comment
0.844198	Meekstone	comment
0.841552	Flame Javelin	comment
0.840583	Obliterate	comment
0.837126	Syncopate	comment
0.837126	Glacial Wall	implemented
0.835753	Slay	comment
0.834514	Sword of the Chosen	comment
0.834514	Royal Decree	comment
0.834514	Ring of Renewal	comment
0.834514	Ring of Ma'Rûf	comment
0.834514	Magistrate's Scepter	comment
0.834514	Jester's Scepter	comment
0.834514	Jester's Mask	comment
0.834514	Darien, King of Kjeldor	comment
0.834514	Beloved Chaplain	implemented
0.833392	Tattermunge Maniac	implemented
0.822708	Tranquility	comment
0.822599	Jokulhaups	comment
0.821682	Aven Mindcensor	comment
0.818723	Mystic Snake	implemented
0.81185	Savannah Lions	comment
0.811153	Goblin Lackey	comment
0.810968	Benalish Cavalry	comment
0.805684	Prodigal Sorcerer	comment
0.804571	Sudden Death	comment
0.803003	Hive Mind	comment
0.800398	Confiscate	comment
0.794582	Mana Drain	comment
0.793546	Wall of Reverence	implemented
0.789623	Llanowar Wastes	comment
0.786371	Call of the Herd	comment
0.785632	Regal Force	comment
0.78279	Scryb Ranger	comment
0.781236	Mindlash Sliver	comment
0.781236	Basal Sliver	comment
0.780252	Merfolk Looter	comment
0.772243	Stonybrook Banneret	comment
0.770043	Volcanic Awakening	comment
0.770043	Thallid Shell-Dweller	comment
0.770043	Temporal Eddy	comment
0.770043	Slipstream Serpent	comment
0.770043	Scarwood Treefolk	comment
0.770043	Saffi Eriksdotter	comment
0.770043	Phantom Wurm	comment
0.770043	Looter il-Kor	comment
0.770043	Icatian Crier	comment
0.770043	Herd Gnarr	comment
0.770043	Gaea's Liege	comment
0.770043	Evil Eye of Urborg	comment
0.770043	Eternity Snare	comment
0.770043	Drifter il-Dal	comment
0.770043	Detainment Spell	comment
0.770043	Crookclaw Transmuter	comment
0.770043	Clockwork Hydra	comment
0.770043	Brass Gnat	comment
0.76973	Wall of Denial	implemented
0.766352	Oath of Druids	comment
0.764493	Treefolk Harbinger	comment
0.761846	Mindlock Orb	comment
0.757196	Rugged Prairie	comment
0.746824	Serra Avatar	comment
0.745041	Black Vise	comment
0.744523	Wheel of Sun and Moon	comment
0.744103	Harmonize	implemented
0.743037	Earwig Squad	comment
0.732303	Immolation	comment
0.732303	An-Zerrin Ruins	comment
0.724584	Phyrexian Ironfoot	comment
0.723439	Dread Return	comment
0.720885	Armageddon	comment
0.718822	Phyrexian Snowcrusher	comment
0.718661	Decree of Justice	comment
0.716005	Phyrexian Furnace	comment
0.71009	Thieves' Fortune	comment
0.708137	Ivory Tower	comment
0.703202	Lodestone Bauble	comment
0.701202	Dark Depths	comment
0.699775	Ihsan's Shade	comment
0.697191	Phyrexian Walker	comment
0.697153	Sphinx of the Steel Wind	implemented
0.696413	Soul Burn	comment
0.696202	Akroma's Vengeance	comment
0.696186	Smash	comment
0.694733	Living Death	comment
0.692323	Muddle the Mixture	comment
0.691476	Phyrexian War Beast	comment
0.690664	Wing Shards	comment
0.689449	Phyrexian Tyranny	comment
0.689449	Phyrexian Tribute	comment
0.689449	Phyrexian Splicer	comment
0.689449	Phyrexian Soulgorger	comment
0.689449	Phyrexian Slayer	comment
0.689449	Phyrexian Scuta	comment
0.689449	Phyrexian Reclamation	comment
0.689449	Phyrexian Reaper	comment
0.689449	Phyrexian Purge	comment
0.689449	Phyrexian Prowler	comment
0.689449	Phyrexian Portal	comment
0.689449	Phyrexian Monitor	comment
0.689449	Phyrexian Marauder	comment
0.689449	Phyrexian Librarian	comment
0.689449	Phyrexian Lens	comment
0.689449	Phyrexian Infiltrator	comment
0.689449	Phyrexian Grimoire	comment
0.689449	Phyrexian Gremlins	comment
0.689449	Phyrexian Etchings	comment
0.689449	Phyrexian Driver	comment
0.689449	Phyrexian Dreadnought	comment
0.689449	Phyrexian Delver	comment
0.689449	Phyrexian Boon	comment
0.689449	Phyrexian Bloodstock	comment
0.689449	Phyrexian Altar	comment
0.685164	Viridian Zealot	comment
0.684896	Anarchy	comment
0.684883	Bone Shredder	comment
0.684864	Shattering Spree	comment
0.67905	Sakura-Tribe Elder	comment
0.676977	Brilliant Ultimatum	comment
0.675729	Concordant Crossroads	comment
0.674812	Shrapnel Blast	comment
0.67246	Carrion Feeder	comment
0.671679	Pact of the Titan	comment
0.66944	Tangle	comment
0.668972	Sanguine Guard	comment
0.668972	Order of Yawgmoth	comment
0.668972	Hornet Cannon	comment
0.668224	Pyrokinesis	comment
0.663831	Double Negative	comment
0.663557	Mark of Asylum	comment
0.663306	Polymorph	comment
0.662681	Badlands	comment
0.661092	Venser, Shaper Savant	implemented
0.657922	Skeletal Vampire	implemented
0.655232	Extractor Demon	comment
0.652284	Angelsong	comment
0.64826	Mystical Tutor	comment
0.646627	Creeping Mold	comment
0.643063	Master of the Wild Hunt	comment
0.642612	Sky Hussar	comment
0.642083	Austere Command	comment
0.640619	Gaea's Blessing	comment
0.638471	Bituminous Blast	comment
0.637356	Search for Tomorrow	comment
0.636785	Lapse of Certainty	comment
0.635978	Spiritmonger	implemented
0.631273	Fyndhorn Elves	comment
0.63021	Demonic Tutor	comment
0.629618	Flowstone Flood	comment
0.628204	Tezzeret the Seeker	comment
0.628032	Behemoth Sledge	implemented
0.627338	Vivid Crag	implemented
0.626803	Mana Tithe	comment
0.625446	Moat	comment
0.625266	Rancor	implemented
0.623525	Goblin Cannon	comment
0.623322	Rude Awakening	comment
0.622067	Goblin Outlander	implemented
0.604809	Warmth	comment
0.604809	Suppression Field	comment
0.604809	Ground Seal	comment
0.598956	Skeleton Shard	comment
0.598956	Pentavus	comment
0.598956	Nuisance Engine	comment
0.598956	Megatog	comment
0.598956	Dross Scorpion	comment
0.598566	Warren Weirding	comment
0.597869	Brain Freeze	comment
0.597795	Hallowed Fountain	implemented
0.596652	Ghostfire	comment
0.595467	Magma Jet	comment
0.591207	Banefire	comment
0.590995	Vedalken Outlander	implemented
0.583123	Chill	comment
0.57806	Architects of Will	comment
0.57498	Flame Rift	comment
0.569662	Infernal Tutor	comment
0.569297	Naya Charm	comment
0.569267	Courier's Capsule	comment
0.56923	Aquamoeba	comment
0.567672	Sigil of the Empty Throne	comment
0.564992	Feral Hydra	comment
0.563721	Viashino Heretic	comment
0.563721	Viashino Cutthroat	comment
0.563721	Parch	comment
0.563721	Lightning Dragon	comment
0.563721	Lightning Blast	comment
0.563721	Fault Line	comment
0.563538	Cabal Ritual	comment
0.558197	Gempalm Incinerator	comment
0.558084	Caltrops	comment
0.55371	Anathemancer	comment
0.548448	Orcish Lumberjack	comment
0.546978	Lhurgoyf	comment
0.542207	Goblin Assault	comment
0.542206	Choke	comment
0.541313	Slaughter Pact	comment
0.541091	Overgrown Tomb	implemented
0.538037	Ghastly Demise	comment
0.536537	Aether Adept	comment
0.533894	Faerie Conclave	comment
0.531961	Mosswort Bridge	comment
0.52897	Dimir Signet	comment
0.528886	Spike Feeder	comment
0.527165	Jaya Ballard, Task Mage	comment
0.524965	Megrim	comment
0.524137	Land Grant	comment
0.520001	Vine Dryad	comment
0.520001	Skarrgan Pit-Skulk	comment
0.520001	Rogue Elephant	comment
0.518195	Bone Splinters	comment
0.518092	Cephalid Coliseum	comment
0.515774	Gifts Ungiven	comment
0.514115	Threads of Disloyalty	comment
0.513308	Tradewind Rider	comment
0.512591	Gemstone Mine	comment
0.509195	Scroll Rack	comment
0.506466	Ego Erasure	comment
0.5048	Glassdust Hulk	comment
0.5048	Filigree Angel	comment
0.502458	Wrecking Ball	implemented
0.501913	Gerrard's Wisdom	comment
0.501003	Grasslands	comment
0.498143	Zealous Persecution	implemented
0.495119	Wilt-Leaf Liege	if discard goes to battlefield instead of graveyard*
0.494516	Burning Inquiry	comment
0.491279	Life from the Loam	comment
0.486177	Electrostatic Bolt	comment
0.485331	Putrefy	implemented
0.484675	Mulch	comment
0.484532	Chain of Vapor	comment
0.481995	Castle Sengir	comment
0.479591	Hissing Iguanar	comment
0.478425	Merfolk Traders	comment
0.47232	Vithian Stinger	comment
0.472118	Last Gasp	implemented
0.46848	Cylian Elf	implemented
0.467719	Academy Ruins	comment
0.462931	Carrion Thrash	comment
0.459532	Borderland Ranger	comment
0.45919	Three Wishes	comment
0.458393	Fecundity	comment
0.456547	Akroma, Angel of Fury	comment
0.455339	Commandeer	comment
0.455058	Skeletal Kathari	comment
0.455058	Obelisk of Jund	comment
0.455058	Dregscape Zombie	comment
0.453543	Spearbreaker Behemoth	comment
0.453543	Resounding Roar	comment
0.453543	Mosstodon	comment
0.453543	Kresh the Bloodbraided	comment
0.452305	Blaze	implemented
0.449843	Rakdos Signet	comment
0.449175	Warp World	comment
0.447491	Trace of Abundance	comment
0.445901	Seize the Soul	comment
0.445854	Shield Sphere	comment
0.443048	Helldozer	comment
0.443048	Dralnu, Lich Lord	comment
0.441676	Remove Soul	comment
0.438942	Arcane Laboratory	comment
0.437492	Countryside Crusher	comment
0.435327	Recurring Nightmare	comment
0.432984	Mind Stone	implemented
0.427382	Ancient Grudge	comment
0.427274	Academy Rector	comment
0.425313	Great Whale	comment
0.421703	Cranial Extraction	comment
0.416849	Saproling Cluster	comment
0.416849	Ashnod's Altar	comment
0.416727	Gathan Raiders	comment
0.416291	Spark Elemental	comment
0.414504	Nezumi Graverobber	comment
0.41198	Cloudthresher	alternate casting cost
0.411577	Tidings	comment
0.40899	Magma Spray	comment
0.408687	Preacher	comment
0.403715	Animate Dead	comment
0.400119	Swerve	comment
0.396899	Shard Volley	comment
0.394337	Adarkar Wastes	comment
0.394316	Stingscourger	comment
0.39295	Yawgmoth's Will	comment
0.390524	Wild Ricochet	comment
0.390039	Coldsteel Heart	comment
0.390001	Ghazbán Ogre	comment
0.390001	Briar Shield	comment
0.390001	Bounty of the Hunt	comment
0.386325	Solemn Simulacrum	comment
0.385976	Wonder	comment
0.381445	Harm's Way	comment
0.380972	Damping Matrix	comment
0.377786	Mouth of Ronom	comment
0.376372	Imperial Recruiter	comment
0.376301	Scrying Sheets	comment
0.375459	Broodmate Dragon	implemented
0.371858	Curiosity	comment
0.370711	Rafiq of the Many	implemented
0.370539	Mind's Eye	comment
0.370539	Ice Floe	comment
0.370539	Ice Cauldron	comment
0.370539	Cold Storage	comment
0.368987	Exotic Orchard	comment
0.367959	Urza's Factory	comment
0.367835	Keldon Megaliths	comment
0.364993	Minamo, School at Water's Edge	comment
0.364042	Twilight Mire	comment
0.363506	Windstorm	comment
0.362908	Yixlid Jailer	comment
0.362334	Nameless Inversion	comment
0.36185	Mana Web	comment
0.361703	Boreal Druid	comment
0.360523	Avatar of Woe	comment
0.360161	Detritivore	comment
0.359663	Night of Souls' Betrayal	comment
0.355045	March of the Machines	comment
0.353588	Trinisphere	comment
0.352857	Barbarian Ring	comment
0.352449	Molten Slagheap	comment
0.35166	Hibernation	comment
0.351285	Disintegrate	comment
0.351209	Coalition Relic	comment
0.350374	Molten Disaster	comment
0.348355	Triskelavus	comment
0.348093	Ryusei, the Falling Star	comment
0.348093	Invoke the Firemind	comment
0.347657	Words of War	comment
0.347657	Mirri's Guile	comment
0.347657	Karmic Justice	comment
0.346521	River of Tears	comment
0.345518	Orzhov Pontiff	comment
0.344612	Void Maw	comment
0.344612	Vedalken Orrery	comment
0.344612	Timesifter	comment
0.344612	Thieves' Auction	comment
0.344612	Sudden Spoiling	comment
0.344612	Stronghold Overseer	comment
0.344612	Soulblast	comment
0.344612	Shriveling Rot	comment
0.344612	Shadowblood Ridge	comment
0.344612	Sedge Troll	comment
0.344612	Rough // Tumble	comment
0.344612	Reiterate	comment
0.344612	Radiate	comment
0.344612	Pulverize	comment
0.344612	Phthisis	comment
0.344612	Pardic Dragon	comment
0.344612	Norin the Wary	comment
0.344612	Netherborn Phalanx	comment
0.344612	Mycosynth Lattice	comment
0.344612	Mesmeric Orb	comment
0.344612	Mana Flare	comment
0.344612	Magus of the Mirror	comment
0.344612	Magus of the Abyss	comment
0.344612	Kuro, Pitlord	comment
0.344612	Inferno	comment
0.344612	Horobi, Death's Wail	comment
0.344612	Grip of Chaos	comment
0.344612	Grinning Ignus	comment
0.344612	Granulate	comment
0.344612	Gemstone Array	comment
0.344612	Gate to the Æther	comment
0.344612	Frostwielder	comment
0.344612	Foriysian Totem	comment
0.344612	Firemaw Kavu	comment
0.344612	Enslave	comment
0.344612	Confusion in the Ranks	comment
0.344612	Cabal Conditioning	comment
0.344612	Æther Membrane	comment
0.3445	Intervention Pact	comment
0.344166	Rhystic Study	comment
0.341963	Executioner's Capsule	comment
0.341166	Zealous Inquisitor	comment
0.341166	Windbrisk Raptor	implemented
0.341166	Starlit Sanctum	comment
0.341166	Spirit of the Hearth	implemented
0.341166	Snowfall	comment
0.341166	Sentry Oak	comment
0.341166	Recumbent Bliss	comment
0.341166	Reconnaissance	comment
0.341166	Oriss, Samite Guardian	comment
0.341166	Order of Whiteclay	comment
0.341166	Nomad Mythmaker	comment
0.341166	Monk Idealist	comment
0.341166	Master Apothecary	comment
0.341166	Kitsune Healer	comment
0.341166	Icy Prison	comment
0.341166	Iceberg	comment
0.341166	Heidar, Rimewind Master	comment
0.341166	Frozen Solid	comment
0.341166	Frost Marsh	comment
0.341166	Eyes of the Watcher	comment
0.341166	Edgewalker	comment
0.341166	Domineer	comment
0.341166	Divine Presence	comment
0.341166	Daru Spiritualist	comment
0.341166	Cover of Winter	comment
0.341166	Chill to the Bone	comment
0.341166	Celestial Gatekeeper	comment
0.341166	Candles of Leng	comment
0.341166	Bound in Silence	comment
0.341166	Boreal Shelf	comment
0.341166	Battletide Alchemist	comment
0.341166	Awesome Presence	comment
0.341166	Arcanum Wings	comment
0.341166	Adarkar Valkyrie	comment
0.338344	Time Sieve	comment
0.338002	Enlisted Wurm	comment
0.333786	Cataclysm	comment
0.332709	Defense Grid	comment
0.331252	Force Spike	implemented
0.329794	Samurai of the Pale Curtain	comment
0.327806	Kaleidostone	comment
0.325461	Dwarven Miners	comment
0.325104	Energy Flux	comment
0.324174	Smash to Smithereens	implemented
0.323849	Personal Tutor	comment
0.322209	Guttural Response	counter blue instant spell*
0.321985	Ophidian	comment
0.321186	Seal of Cleansing	comment
0.32041	Sword of the Meek	comment
0.316342	Archangel	comment
0.308444	Trolls of Tel-Jilad	comment
0.308444	Goblin Striker	implemented
0.306703	Cloudstone Curio	comment
0.306094	Ancestral Vision	comment
0.305769	Smallpox	comment
0.302494	Loyal Retainers	comment
0.302404	Ghostly Prison	comment
0.302005	Gorilla Shaman	comment
0.300015	Countersquall	implemented
0.29963	Compost	comment
0.292849	Identity Crisis	comment
0.292454	Idyllic Tutor	comment
0.289808	Kris Mage	comment
0.288182	Cyclopean Mummy	comment
0.287396	Form of the Dragon	comment
0.283072	Condescend	comment
0.281769	Grim Tutor	comment
0.280223	Forbid	comment
0.278443	Sol Ring	comment
0.278443	Mox Pearl	comment
0.276162	Nature's Ruin	comment
0.276122	Time Walk	comment
0.276122	Mox Sapphire	comment
0.276122	Mox Ruby	comment
0.276122	Mox Jet	comment
0.276122	Mox Emerald	comment
0.276122	Ancestral Recall	comment
0.274603	Inkwell Leviathan	implemented
0.2734	Necrogenesis	comment
0.272488	Blood Crypt	implemented
0.272305	Captured Sunlight	comment
0.269217	Battlefield Forge	comment
0.26692	Tolarian Academy	comment
0.266012	Gather Specimens	comment
0.266011	Blue Elemental Blast	comment
0.264654	Guardian Seraph	implemented
0.264643	Boomerang	comment
0.264221	Morphling	comment
0.263843	Blazing Archon	comment
0.262185	Demigod of Revenge	comment
0.261621	Naya Panorama	comment
0.26031	Granger Guildmage	comment
0.260001	Berserk	comment
0.255069	Soltari Priest	comment
0.254414	Reanimate	implemented
0.254414	Exhume	comment
0.254414	Entomb	comment
0.253472	Hallowed Burial	comment
0.252196	Wall of Omens 	comment
0.246284	Mogg War Marshal	comment
0.244124	Stroke of Genius	comment
0.24386	Psychatog	comment
0.243851	Spikeshot Goblin	comment
0.243851	Hematite Golem	comment
0.243851	Clockwork Vorrac	comment
0.243021	Serra Avenger	comment
0.241099	Wickerbough Elder	comment
0.239914	Mana Vortex	comment
0.237254	Powder Keg	comment
0.235161	Telemin Performance	comment
0.235063	Horned Kavu	comment
0.235063	Boreal Centaur	comment
0.233549	Headless Horseman	comment
0.230299	Replenish	comment
0.229352	Careful Study	comment
0.227178	Tomb of Urami	comment
0.227127	Dread Warlock	comment
0.223718	Forgotten Cave	comment
0.222949	Wort, Boggart Auntie	implemented
0.21749	Plumeveil	implemented
0.215547	Eureka	comment
0.214874	Zombie Cannibal	comment
0.214874	Wall of Tombstones	comment
0.214874	Vampiric Feast	comment
0.214874	Vampire Bats	comment
0.214874	Treacherous Vampire	comment
0.214874	Soul Feast	implemented
0.214874	Season of the Witch	comment
0.214874	Scarecrow	comment
0.214874	Reaper King	comment
0.214874	Mass of Ghouls	implemented
0.214874	Khabál Ghoul	comment
0.214874	Jandor's Saddlebags	comment
0.214874	Gutless Ghoul	comment
0.214874	Greater Werewolf	comment
0.214874	Ghoul's Feast	comment
0.214874	Ghost Town	comment
0.214874	Ghosts of the Damned	comment
0.214874	Ghostly Visit	comment
0.214874	Ghost Hounds	comment
0.214874	Frightcrawler	comment
0.214874	Frankenstein's Monster	comment
0.214874	Fill with Fright	comment
0.214874	Ferropede	comment
0.214874	Fear	comment
0.214874	Cuombajj Witches	comment
0.214874	Cemetery Gate	comment
0.214874	Bog Witch	comment
0.214874	Bloodied Ghost	comment
0.214874	All Hallow's Eve	comment
0.21372	Temporal Isolation	comment
0.212996	Uktabi Orangutan	comment
0.211406	Ravages of War	comment
0.21053	Yavimaya Dryad	comment
0.21053	Fertilid	comment
0.209251	Worship	comment
0.208425	Thran Quarry	comment
0.208425	High Market	comment
0.208357	Manabond	comment
0.208357	Exploration	comment
0.208353	Sigil of Distinction	comment
0.207779	Empty the Warrens	comment
0.207707	Armillary Sphere	comment
0.207646	Sigiled Paladin	implemented
0.206847	Coffin Queen	comment
0.206605	Swans of Bryn Argoll	comment
0.206195	Seismic Assault	comment
0.205999	Verdant Force	comment
0.205547	Stinkweed Imp	comment
0.205438	Peek	comment
0.2049	Tinker	comment
0.204572	Lightning Angel	implemented
0.204343	Lord of the Undead	comment
0.204343	King Suleiman	comment
0.203868	Coastal Tower	comment
0.202848	Angel of Despair	implemented
0.202603	Worldly Counsel	comment
0.202438	Desperate Ritual	comment
0.201304	Tin Street Hooligan	comment
0.197366	Safehold Elite	implemented
0.196733	Grapeshot	comment
0.195661	Absolute Law	comment
0.192441	Rupture Spire	implemented
0.192422	Disrupt	comment
0.191892	Ant Queen	comment
0.187574	Goblin Sharpshooter	comment
0.187242	Deus of Calamity	comment
0.184741	Azorius Signet	comment
0.183529	Elvish Lyrist	comment
0.183225	Icy Manipulator	comment
0.181675	Ad Nauseam	comment
0.18134	Angel's Grace	comment
0.181127	Fodder Launch	comment
0.179257	Raise the Alarm	comment
0.179257	Leonin Scimitar	implemented
0.179257	Arcbound Bruiser	comment
0.178108	Krark-Clan Shaman	comment
0.177835	Reverent Silence	comment
0.177834	Oversoul of Dusk	implemented
0.177748	Wilt-Leaf Cavaliers	implemented
0.177523	Veinfire Borderpost	comment
0.176301	Etched Oracle	comment
0.176301	Brainspoil	comment
0.176297	Fiery Temper	comment
0.175452	Salt Marsh	comment
0.175362	Nicol Bolas, Planeswalker	comment
0.174129	Dead // Gone	comment
